terms,666
subject,667
approval,668
regulatory,669
bodies,670
bankruptcy,671
court,672
chemlawn,673
chem,674
could,675
attract,676
bid,677
offered,678
waste,679
management,680
wnx,681
wall,682
street,683
arbitrageurs,684
shot,685
over-the-counter-,686
trading,687
changing,688
afternoon,689
this,690
go,691
maybe,692
dollars,693
depending,694
competing,695
bidder,696
arbitrageur,697
tender,698
opening,699
expires,700
totally,701
surprise,702
debra,703
strohmaier,704
spokeswoman,705
regularly,706
discussing,707
announcement,708
she,709
statement,710
ready,711
unable,712
say,713
officials,714
think,715
resist,716
elliott,717
schlang,718
analyst,719
prescott,720
ball,721
turben,722
inc.,723
any,724
n't,725
like,726
attack,727
pointed,728
difficult,729
offers,730
find,731
white,732
knight,733
want,734
acquired,735
rosemarie,736
morbelli,737
ingalls,738
snyder,739
servicemaster,740
companies,741
l.p.,742
svm,743
rollins,744
rol,745
examples,746
interested,747
customers,748
largest,749
involved,750
application,751
fertilizers,752
pesticides,753
herbicides,754
lawns,755
removal,756
wastes,757
customer,758
base,759
valuable,760
another,761
wants,762
capitalize,763
residential,764
commercial,765
system,766
both,767
noted,768
high,769
catapulted,770
languished,771
slowed,772
concentrated,773
full,774
competes,775
individual,776
entrepreuers,777
lawn,778
garden,779
care,780
sevice,781
sugar,782
imports,783
import,784
initial,785
totaled,786
short,787
versus,788
previous,789
january-december,790
compared,791
extended,792
customs,793
actual,794
weight,795
polarizations,796
received,797
data,798
accordingly,799
inflation,800
initially,801
hailed,802
home,803
abroad,804
saviour,805
limping,806
towards,807
anniversary,808
amid,809
soaring,810
widespread,811
shortages,812
foreign,813
payments,814
crisis,815
froze,816
fixed,817
value,818
cruzado,819
indexation,820
halt,821
country,822
collapsed,823
situation,824
worse,825
worked,826
leading,827
bank,828
economist,829
crumbling,830
accompanied,831
dramatic,832
reversal,833
account,834
surpluses,835
sufficient,836
needed,837
debt,838
for,839
seemed,840
target,841
repeat,842
monthly,843
averaging,844
exports,845
diverted,846
increased,847
avoid,848
domestic,849
surplus,850
plunged,851
october,852
averaged,853
zealand,854
official,855
fell,856
n.z,857
ago,858
statistical,859
bulletin,860
panama,861
canal,862
government,863
agency,864
daily,865
backlog,866
ships,867
waiting,868
enter,869
over,870
days,871
transit,872
end-day,873
super,874
tankers,875
regular,876
vessels,877
hrs,878
america,879
federally,880
guaranteed,881
mortgage,882
fund,883
exchangeable,884
income,885
am,886
reporting,887
balance,888
remain,889
orders,890
harris,891
graphics,892
run,893
corresponding,894
prior-year,895
annualized,896
running,897
beginning,898
division,899
introductions,900
dollar,901
research,902
development,903
engineering,904
expenditures,905
allocated,906
revenues,907
guarantees,908
earmarked,909
edible,910
beans,911
honduras,912
switched,913
action,914
reduces,915
coverage,916
creates,917
all,918
guarantee,919
must,920
shipped,921
money,922
mutual,923
funds,924
yesterday,925
investment,926
institute,927
institutional,928
general,929
purpose,930
broker-dealer,931
gulf,932
barge,933
freight,934
firmed,935
steady,936
vessel,937
loadings,938
increasing,939
demand,940
barges,941
supply,942
dealers,943
no,944
traded,945
st,946
louis,947
merchants,948
exchange,949
session,950
quotes,951
illinois,952
river,953
joliet,954
tariff,955
ex,956
quoted,957
percentage,958
points,959
mississippi,960
owensboro,961
on,962
station,963
comparison,964
memphis,965
cairo,966
nov,967
section,968
applied,969
technologies,970
pipeline,971
added,972
federal,973
taxes,974
owed,975
transaction,976
offset,977
carryovers,978
latest,979
virginia,980
territory,981
dominion,982
resources,983
d,984
cofab,985
gulfex,986
houston-based,987
fabricator,988
custom,989
high-pressure,990
process,991
energy,992
petrochemical,993
manufacture,994
specialized,995
cooling,996
lubricating,997
gas,998
utility,999
pulp,1000
paper,1001
marine,1002
members,1003
nspa,1004
crushed,1005
bushels,1006
soybeans,1007
crushing,1008
capacity,1009
meal,1010
member,1011
firms,1012
eight,1013
amounts,1014
atico,1015
formerly,1016
peninsula,1017
savings,1018
pan,1019
banks,1020
ncnb,1021
purusant,1022
merger,1023
modify,1024
presenting,1025
importers,1026
discussed,1027
tonight,1028
informally,1029
among,1030
producers,1031
talks,1032
formal,1033
eight-member,1034
splinter,1035
affect,1036
proposed,1037
share-out,1038
declarations,1039
industrial,1040
books,1041
excluding,1042
acceptances,1043
nationally,1044
released,1045
friday,1046
city,1047
borrowings,1048
wednesday,1049
fed,1050
spokesman,1051
marked,1052
half,1053
two-week,1054
commenting,1055
borrowing,1056
occurred,1057
done,1058
fewer,1059
discount,1060
window,1061
est,1062
gmt,1063
primary,1064
pesos,1065
diluted,1066
name,1067
philippine,1068
distance,1069
telephone,1070
day,1071
declaration,1072
commencement,1073
novebmer,1074
bdm,1075
secondary,1076
offering,1077
canron,1078
affiliated,1079
lowered,1080
stake,1081
cyclops,1082
filing,1083
securities,1084
led,1085
agricultural,1086
stabilization,1087
conservation,1088
ascs,1089
established,1090
values,1091
stocks,1092
redemption,1093
bushel,1094
priced,1095
yellow,1096
grade,1097
hrw,1098
srw,1099
sww,1100
durum,1101
ill.,1102
track,1103
toledo,1104
peoria,1105
denver,1106
evansville,1107
cincinnati,1108
minneapolis,1109
baltimore,1110
norf,1111
phil,1112
kansas,1113
st.,1114
amarillo,1115
lubbock,1116
lou,1117
portland,1118
seattle,1119
stockton,1120
l.a.,1121
duluth,1122
brly,1123
rye,1124
soyb,1125
sorg,1126
evnsvlle,1127
cinci,1128
mpls,1129
balt,1130
nor,1131
kc,1132
lo,1133
amarlo,1134
lubbck,1135
port,1136
la,1137
avgs-mlns,1138
free,1139
.............,1140
.....,1141
...............,1142
.......,1143
seasonal,1144
........,1145
......,1146
excess,1147
required,1148
adj,1149
....,1150
............,1151
non-borrowed,1152
monetary,1153
................,1154
vault,1155
req,1156
res,1157
float,1158
.........................,1159
balances,1160
adjustments,1161
..................,1162
treasury,1163
...........,1164
deposit,1165
rise,1166
year-on-year,1167
revised,1168
from,1169
...,1170
aggregates,1171
avgs,1172
billions,1173
jan,1174
..........,1175
l,1176
govts,1177
bought,1178
outright,1179
repurchases,1180
unch,1181
.........,1182
agencies,1183
matched,1184
..............,1185
cust,1186
..,1187
other,1188
liabilities,1189
gold,1190
custody,1191
factors,1192
w,1193
........................,1194
prevailing,1195
world,1196
location,1197
strict,1198
low,1199
middling,1200
inch,1201
upland,1202
cotton,1203
effect,1204
midnight,1205
locations,1206
near,1207
texas,1208
qualities,1209
used,1210
determining,1211
handler,1212
certificate,1213
based,1214
determined,1215
northern,1216
european,1217
mkt,1218
slm,1219
sum,1220
began,1221
allocations,1222
raw,1223
barbados,1224
belize,1225
bolivia,1226
colombia,1227
congo,1228
costa,1229
rica,1230
ivory,1231
coast,1232
dom,1233
rep,1234
ecuador,1235
el,1236
salvador,1237
fiji,1238
gabon,1239
guatemala,1240
guyana,1241
haiti,1242
india,1243
jamaica,1244
madagascar,1245
malawi,1246
mauritius,1247
mexico,1248
mozambique,1249
papua,1250
guinea,1251
paraguay,1252
peru,1253
philippines,1254
st.christopher-,1255
nevis,1256
swaziland,1257
taiwan,1258
thailand,1259
trinidad-tobago,1260
zimbabwe,1261
loading,1262
load,1263
according,1264
less,1265
press,1266
briefing,1267
large,1268
single,1269
misses,1270
projections,1271
natural,1272
acting,1273
strangely,1274
poor,1275
weather,1276
ranged,1277
give,1278
reason,1279
nearly,1280
thursday,1281
spokeman,1282
wednesday's,1283
figure,1284
holdover,1285
transportation,1286
widely,1287
separated,1288
districts,1289
whole,1290
small,1291
adding,1292
negative,1293
tuesday,1294
number,1295
corrections,1296
unrelated,1297
letter,1298
errors,1299
different,1300
clearing,1301
problems,1302
wires,1303
however,1304
cleared,1305
afternoons,1306
evidence,1307
during,1308
smallest,1309
center,1310
regional,1311
institutions,1312
accounted,1313
regionals,1314
banking,1315
monday,1316
deficit,1317
wedndsday,1318
that,1319
produced,1320
relatively,1321
avearge,1322
express,1323
remained,1324
silent,1325
rumors,1326
spinoff,1327
shearson,1328
lehman,1329
brothers,1330
move,1331
unhappy,1332
got,1333
lift,1334
rumor,1335
partially,1336
public,1337
command,1338
thereby,1339
boosting,1340
talk,1341
financial,1342
services,1343
boost,1344
closed,1345
heavy,1346
volume,1347
comment,1348
activity,1349
comments,1350
analysts',1351
helped,1352
fuel,1353
changes,1354
at,1355
undervalued,1356
fully,1357
reflect,1358
elevating,1359
chief,1360
officer,1361
jeffery,1362
lane,1363
position,1364
vacant,1365
created,1366
positions,1367
chairmen,1368
divisions,1369
speculated,1370
partial,1371
make,1372
sense,1373
contrary,1374
variation,1375
some,1376
disagreed,1377
contributing,1378
highly,1379
unlikely,1380
sell,1381
perrin,1382
lipper,1383
analytical,1384
questioned,1385
better,1386
profitable,1387
several,1388
need,1389
might,1390
asset,1391
others,1392
believe,1393
considered,1394
option,1395
spinning,1396
suggests,1397
larry,1398
eckenfelder,1399
prudential-bache,1400
believes,1401
past,1402
fetched,1403
big,1404
premium,1405
place,1406
book,1407
worth,1408
bilion,1409
capitalization,1410
use,1411
plans,1412
expand,1413
globally,1414
they,1415
enormous,1416
internal,1417
takes,1418
you,1419
realistic,1420
valuations,1421
enhance,1422
ability,1423
kinds,1424
endeavors,1425
road,1426
e.f.,1427
hutton,1428
michael,1429
lewis,1430
outlined,1431
fact,1432
're,1433
investing,1434
heavily,1435
goes,1436
arena,1437
preclude,1438
divestitures,1439
along,1440
way,1441
reduced,1442
exposure,1443
brokerage,1444
travel,1445
true,1446
water,1447
mark,1448
lesser,1449
components,1450
multiple,1451
constitute,1452
contributed,1453
after-tax,1454
four-week,1455
moving,1456
economists,1457
polled,1458
reuters,1459
anywhere,1460
forecast,1461
called,1462
liberty,1463
all-star,1464
payout,1465
fluctuate,1466
feed,1467
cause,1468
chinese,1469
reduce,1470
hog,1471
herd,1472
pork,1473
production,1474
numbers,1475
start,1476
head,1477
projected,1478
fall,1479
ivaco,1480
pressure,1481
steel,1482
particularly,1483
canadian,1484
result,1485
minimal,1486
subsequent,1487
quarters,1488
substantial,1489
reach,1490
continuing,1491
carloadings,1492
cars,1493
railroads,1494
mill,1495
totalled,1496
pacific,1497
hong,1498
kong,1499
raised,1500
wrather,1501
principally,1502
brierley,1503
investments,1504
publicly,1505
when,1506
disclosed,1507
purposes,1508
dls,1509
diamond,1510
shamrock,1511
cut,1512
crude,1513
barrel,1514
reduction,1515
brings,1516
posted,1517
intermediate,1518
copany,1519
weak,1520
citing,1521
markets,1522
liebert,1523
wholly-owned,1524
emerson,1525
electric,1526
emr,1527
under,1528
receive,1529
coleco,1530
profitability,1531
prepared,1532
swing,1533
primarily,1534
steep,1535
cabbage,1536
patch,1537
kids,1538
changed,1539
diversified,1540
enable,1541
toy,1542
fair,1543
vice,1544
morton,1545
handel,1546
reasonable,1547
subsidiaries,1548
engaged,1549
post,1550
closing,1551
explain,1552
miami-based,1553
fundamental,1554
robeson,1555
study,1556
afterwards,1557
carl,1558
singer,1559
recently,1560
elected,1561
shortly,1562
accounting,1563
office,1564
gao,1565
cost,1566
outlays,1567
administration,1568
industry,1569
sources,1570
analysis,1571
obtained,1572
budget,1573
preparing,1574
specific,1575
request,1576
sen.,1577
jesse,1578
helms,1579
r-n.c.,1580
former,1581
senate,1582
committee,1583
focus,1584
mid,1585
source,1586
depends,1587
usda,1588
if,1589
determines,1590
encourage,1591
entries,1592
forfeitures,1593
caused,1594
stockpile,1595
decrease,1596
suggest,1597
expanded,1598
fire,1599
weigh,1600
consultant,1601
omb,1602
expansion,1603
remains,1604
firmly,1605
committed,1606
writedowns,1607
unrealized,1608
losses,1609
yr-ago,1610
ten,1611
opec,1612
forced,1613
meet,1614
readdress,1615
agreement,1616
slide,1617
movement,1618
never,1619
easy,1620
thought,1621
emergency,1622
sort,1623
daniel,1624
yergin,1625
director,1626
cambridge,1627
associates,1628
cera,1629
problem,1630
faces,1631
issue,1632
addressed,1633
paul,1634
mlotok,1635
salomon,1636
optimism,1637
keep,1638
given,1639
pessimistic,1640
address,1641
soon,1642
wishes,1643
regain,1644
uncertain,1645
even,1646
bpd,1647
learn,1648
deemed,1649
differentials,1650
manager,1651
spoke,1652
condition,1653
trying,1654
teach,1655
lesson,1656
david,1657
t.,1658
mizrahi,1659
editor,1660
mideast,1661
optimistic,1662
principal,1663
take,1664
advantage,1665
winter,1666
slackens,1667
anything,1668
reiterate,1669
output,1670
critical,1671
hold,1672
together,1673
pact,1674
back,1675
dillard,1676
spriggs,1677
petroleum,1678
bijan,1679
moussavar-rahmani,1680
harvard,1681
university,1682
environment,1683
policy,1684
rising,1685
prompted,1686
excesses,1687
clearly,1688
closer,1689
seeing,1690
characterized,1691
cheating,1692
interview,1693
cenergy,1694
properties,1695
following,1696
calender,1697
noncash,1698
barrels,1699
cubic,1700
feet,1701
bcf,1702
disappear,1703
produce,1704
recover,1705
post-split,1706
torchmark,1707
subordinated,1708
debentures,1709
as,1710
amount,1711
debenures,1712
redeem,1713
senior,1714
drexel,1715
burnham,1716
lambert,1717
father,1718
epsilon,1719
thomas,1720
president-investments,1721
los,1722
angeles,1723
retired,1724
professor,1725
c.a,1726
seek,1727
nova,1728
owns,1729
husky,1730
union,1731
faith,1732
holding,1733
minister,1734
michel,1735
cote,1736
ruled,1737
ceding,1738
non-canadian,1739
ruling,1740
key,1741
completing,1742
deal,1743
equally,1744
hutchison,1745
whampoa,1746
become,1747
private,1748
relatives,1749
li,1750
ka-shing,1751
imperial,1752
commerice,1753
excludes,1754
power,1755
suffield,1756
coastal,1757
bancorp,1758
csbk,1759
me,1760
needs,1761
superintendent,1762
maine,1763
camco,1764
santa,1765
anita,1766
realty,1767
enterprises,1768
marshall,1769
drummond,1770
mccall,1771
liquefied,1772
algeria,1773
happen,1774
though,1775
economically,1776
feasible,1777
youcef,1778
yousfi,1779
director-general,1780
sonatrach,1781
algerian,1782
state,1783
indicated,1784
television,1785
algiers,1786
restart,1787
mothballed,1788
tulis,1789
bros.,1790
negotiating,1791
panhandle,1792
eastern,1793
pel,1794
distrigas,1795
cabot,1796
cbt,1797
resume,1798
lng,1799
paso,1800
burlington,1801
bni,1802
expressed,1803
marginal,1804
handle,1805
operate,1806
profitably,1807
frank,1808
spadine,1809
bankers,1810
trust,1811
forsee,1812
soft,1813
trend,1814
drilling,1815
lag,1816
bring,1817
productions,1818
onstream,1819
tighten,1820
supplies,1821
context,1822
supplemental,1823
agree,1824
saying,1825
serve,1826
peak,1827
emphasize,1828
looser,1829
relate,1830
volumes,1831
requirements,1832
combining,1833
unemployment,1834
stability,1835
external,1836
excellent,1837
satisfactory,1838
organisation,1839
economic,1840
cooperation,1841
oecd,1842
reflected,1843
success,1844
tight,1845
policies,1846
followed,1847
picked,1848
signs,1849
slowdown,1850
slight,1851
pick-up,1852
gave,1853
concern,1854
gross,1855
consumer,1856
sharp,1857
job,1858
creation,1859
absorb,1860
modest,1861
workforce,1862
leaving,1863
lowest,1864
nation,1865
area,1866
assuming,1867
swiss,1868
francs,1869
rises,1870
respectively,1871
faster,1872
reflecting,1873
buoyant,1874
consumption,1875
meant,1876
contribution,1877
gdp,1878
shrink,1879
grows,1880
which,1881
contribute,1882
real,1883
appeared,1884
unusually,1885
relative,1886
weakness,1887
slow,1888
somewhat,1889
outstrip,1890
plant,1891
machinery,1892
bright,1893
scope,1894
rationalisation,1895
modernisation,1896
sectors,1897
consequence,1898
equipment,1899
decelerate,1900
vigorous,1901
questionmark,1902
tourism,1903
sector,1904
earners,1905
long-term,1906
appreciation,1907
franc,1908
accelerating,1909
deregulation,1910
lead,1911
developments,1912
question,1913
shown,1914
flexibility,1915
adapting,1916
speed,1917
to,1918
preserve,1919
competitive,1920
actively,1921
subsidized,1922
soviet,1923
eep,1924
fired,1925
aide,1926
secretary,1927
richard,1928
lyng,1929
formally,1930
most,1931
interviewed,1932
confident,1933
soviets,1934
counterparts,1935
reagan,1936
decide,1937
moscow,1938
see,1939
sailing,1940
interagency,1941
an,1942
consummated,1943
overnight,1944
took,1945
favor,1946
china,1947
subsidy,1948
representing,1949
deliberations,1950
nudged,1951
congress,1952
urged,1953
day-long,1954
visit,1955
capitol,1956
hill,1957
house,1958
comprised,1959
subcabinet-level,1960
asked,1961
clear,1962
representative,1963
sides,1964
consultations,1965
described,1966
calm,1967
basic,1968
factual,1969
economics,1970
informal,1971
suggestion,1972
hint,1973
live,1974
pledge,1975
granted,1976
consideration,1977
groups,1978
delayed,1979
disarray,1980
stemming,1981
iran,1982
arms,1983
affair,1984
versatile,1985
alberta-based,1986
noble,1987
cultivators,1988
vicon,1989
ontario,1990
undisclosed,1991
manufactures,1992
tillage,1993
spraying,1994
groupe,1995
videotron,1996
promexpo,1997
specializes,1998
exhibits,1999
texaco,2000
benchmark,2001
edmonton,2002
swann,2003
hills,2004
sweet,2005
bbl,2006
postings,2007
erodible,2008
cropland,2009
enrolled,2010
charles,2011
grassley,2012
r-iowa,2013
consider,2014
giving,2015
signing,2016
doubtful,2017
retroactive,2018
land,2019
how,2020
stop,2021
tide,2022
referring,2023
demands,2024
follow,2025
marathon,2026
grades,2027
sour,2028
louisiana,2029
grown,2030
failed,2031
certify,2032
allowed,2033
planting,2034
eligible,2035
farmer,2036
restrict,2037
plantings,2038
crops,2039
acreage,2040
iowa,2041
complained,2042
inadvertantly,2043
lose,2044
allow,2045
historic,2046
extend,2047
exemption,2048
broadly,2049
defined,2050
grew,2051
unadjusted,2052
narrowly,2053
circuit,2054
ionic,2055
maker,2056
boards,2057
pretax,2058
crush,2059
ratios,2060
seen,2061
pushed,2062
margins,2063
processing,2064
plants,2065
many,2066
plus,2067
surged,2068
best,2069
active,2070
soymeal,2071
futures,2072
premiums,2073
prompting,2074
met,2075
users,2076
surge,2077
finding,2078
livestock,2079
milder,2080
steadily,2081
attempt,2082
buying,2083
soyproduct,2084
setting,2085
ton,2086
speculators,2087
looking,2088
deliveries,2089
notice,2090
deferreds,2091
trader,2092
bailing,2093
lot,2094
later,2095
ratio,2096
soyproducts,2097
dropping,2098
lock,2099
unprofitable,2100
hopefully,2101
reducing,2102
central,2103
every,2104
sharply,2105
little,2106
taking,2107
temporary,2108
down-time,2109
far,2110
halting,2111
face,2112
maintain,2113
existing,2114
degree,2115
policy-making,2116
disappointing,2117
mr,2118
volcker,2119
word,2120
nothing,2121
bob,2122
bannon,2123
security,2124
congressional,2125
allayed,2126
fears,2127
marginally,2128
tightened,2129
grip,2130
ailing,2131
wanted,2132
confirmation,2133
covered,2134
reassurance,2135
acute,2136
decision,2137
drain,2138
sale-purchase,2139
agreements,2140
showed,2141
draining,2142
fairly,2143
thing,2144
caught,2145
eye,2146
sizeable,2147
dana,2148
johnson,2149
justified,2150
ominous,2151
waited,2152
missed,2153
reporters,2154
single-day,2155
miss,2156
similarly,2157
shrugged,2158
higher-than-,2159
forecasts,2160
doubled,2161
wire,2162
bothered,2163
scott,2164
winningham,2165
j.s,2166
lending,2167
support,2168
persistently,2169
neutral,2170
path,2171
darwin,2172
beck,2173
boston,2174
corp.,2175
expect,2176
vein,2177
after,2178
assign,2179
wayward,2180
measure,2181
attention,2182
steeper-than-anticipated,2183
jump,2184
ahead,2185
tread,2186
fine,2187
progress,2188
perhaps,2189
exaggerated,2190
of,2191
course,2192
decisions,2193
wo,2194
pull,2195
easing,2196
france,2197
wing,2198
facing,2199
revising,2200
targets,2201
reluctantly,2202
estimate,2203
point,2204
written,2205
finance,2206
edouard,2207
balladur,2208
push,2209
chosen,2210
mix,2211
budget-cutting,2212
rigour,2213
restraint,2214
leaders,2215
served,2216
immediate,2217
protect,2218
purchasing,2219
spectre,2220
vicious,2221
spiral,2222
wage,2223
and,2224
contacted,2225
believed,2226
prime,2227
jacques,2228
chirac,2229
reflate,2230
autumn,2231
presidential,2232
elections,2233
worrying,2234
societe,2235
generale,2236
alain,2237
marais,2238
we,2239
impression,2240
moderation,2241
maintained,2242
aboout,2243
ceiling,2244
productivity,2245
socialist,2246
cfdt,2247
federation,2248
edmond,2249
maire,2250
renewed,2251
already,2252
rejected,2253
clauses,2254
built,2255
contracts,2256
safeguard,2257
workers,2258
calling,2259
unbalanced,2260
unjust,2261
demanded,2262
incentives,2263
employment,2264
spend,2265
series,2266
measures,2267
training,2268
andre,2269
bergeron,2270
respected,2271
leader,2272
moderate,2273
force,2274
ouvriere,2275
labour,2276
put,2277
similar,2278
communist-led,2279
cgt,2280
unions,2281
defence,2282
top,2283
priority,2284
nearing,2285
supporters,2286
salary,2287
dont,2288
reverse,2289
commented,2290
develle,2291
recently-privatised,2292
banque,2293
paribas,2294
damaging,2295
electricity,2296
strikes,2297
christmas,2298
partly,2299
blamed,2300
undermined,2301
popularity,2302
governments,2303
exceptional,2304
achievement,2305
war,2306
french,2307
freed,2308
ministry,2309
abolition,2310
rent,2311
controls,2312
responsible,2313
living,2314
claimed,2315
once-off,2316
phenomenon,2317
knock-on,2318
rest,2319
kept,2320
wages,2321
